"pmcid","pmid","date_published","title"
"PMC5219588","28063307","20170105","SHARPIN Facilitates p53 Degradation in Breast Cancer Cells12."
"PMC5217422","28057031","20170105","18FDG-PET/CT for predicting the outcome in ER+/HER2- breast cancer patients:"
"PMC5217326","28057046","20170105","Prognostic role of neutrophil-to-lymphocyte ratio in breast cancer: a systematic "
"PMC5210262","28052766","20170104","Biopsy of breast cancer metastases: patient characteristics and survival."
"PMC5487880","28050738","20170103","Preoperative neoadjuvant chemotherapy using nanoparticle albumin-bound paclitaxel"
"PMC5455353","28045625","20170103","Ki67 Proliferation Index as a Tool for Chemotherapy Decisions During and After"
"PMC5370046","28061451","20170103","Nanoparticle albumin-bound paclitaxel as neoadjuvant chemotherapy of breast"
"PMC5207665","28045923","20170103","Germline Genetic Variants in TEK, ANGPT1, ANGPT2, MMP9, FGF2 and VEGFA Are"
"PMC5207527","28045951","20170103","An Experimental Analysis of the Molecular Effects of Trastuzumab (Herceptin) and "
"PMC5207440","28045912","20170103","Claudin-Low Breast Cancer; Clinical & Pathological Characteristics."
"PMC5207394","28046058","20170103","Cavity Shaving plus Lumpectomy versus Lumpectomy Alone for Patients with Breast"
"PMC5352433","28060723","20170102","The effect of androgen receptor expression on clinical characterization of"
"PMC5650059","27607465","","Subsequent Breast Cancer Risk Following Diagnosis of Atypical Ductal Hyperplasia "
"PMC5605915","27192352","","Economic Impact of Routine Cavity Margins Versus Standard Partial Mastectomy in"
"PMC5546912","28141929","","Alignment of Breast Cancer Screening Guidelines, Accountability Metrics, and"
"PMC5260479","28070998","","Successful treatment of accessory breast cancer with endocrine therapy#."
"PMC5260474","28070993","","Use of liposomal doxorubicin for adjuvant chemotherapy of breast cancer in"
"PMC5144924","27922843","","Persistent breast pain among women with histories of breast conserving surgery"
"PMC5355080","28055972","20161231","Integrative genomic and transcriptomic analysis for pinpointing recurrent"
"PMC5351685","28052002","20161229","Circulating miR-1 as a potential biomarker of doxorubicin-induced cardiotoxicity "
"PMC5248601","27859262","20161229","Functional and prognostic significance of the genomic amplification of frizzled 6"
"PMC5198965","27727484","20161229","Comparison of tumor‐infiltrating lymphocytes between primary and metastatic"
"PMC5193402","28030581","20161228","Oncoplastic Surgery for Upper/Upper Inner Quadrant Breast Cancer."
"PMC5834157","27993796","20161227","Phase I dose escalation study of the PI3kinase pathway inhibitor BKM120 and the"
"PMC5450163","28026901","20161227","The Effect of Exercise on Body Composition and Bone Mineral Density in Breast"
"PMC5432264","28038448","20161227","The prognosis analysis of different metastasis pattern in patients with different"
"PMC5386697","28038450","20161227","MicroRNA-455-3p promotes invasion and migration in triple negative breast cancer "
"PMC5354916","28036271","20161227","Elevated YKL-40 expression is associated with a poor prognosis in breast cancer"
"PMC5351673","28036281","20161227","The prognostic value of long noncoding RNA HOTTIP on clinical outcomes in breast "
"PMC5189956","28027312","20161227","The Subclonal Architecture of Metastatic Breast Cancer: Results from a"
"PMC5865399","28025762","20161226","Mammography rates after the 2009 revision to the United States Preventive"
"PMC5352410","28039445","20161225","Aromatase inhibitor-induced bone loss increases the progression of estrogen"
"PMC5354903","28029650","20161223","Tumor-infiltrating lymphocytes predict prognosis of breast cancer patients"
"PMC5351644","28031536","20161223","Use of non-selective β-blockers is associated with decreased tumor proliferative "
"PMC5267939","28056401","20161223","Toxicity evaluation of magnetic hyperthermia induced by remote actuation of"
"PMC5243200","28012085","20161223","The influence of 21-gene recurrence score assay on chemotherapy use in a"
"PMC5214799","28096667","20161223","Hyaluronan-modified superparamagnetic iron oxide nanoparticles for bimodal breast"
"PMC5812686","28005246","20161222","An Antiestrogenic Activity Score for tamoxifen and its metabolites is associated "
"PMC5241330","28008555","20161222","Male breast cancer in a multi-gene panel testing cohort: insights and unexpected "
"PMC5354717","28030849","20161221","Combined and individual tumor-specific expression of insulin-like growth factor-I"
"PMC5351628","28009981","20161221","MARCKS protein overexpression in inflammatory breast cancer."
"PMC5310669","28004220","20161221","Recurrence Risk Perception and Quality of Life Following Treatment of Breast"
"PMC5244665","28000292","20161221","Microstructural models for diffusion MRI in breast cancer and surrounding stroma:"
"PMC5198746","28000658","20161221","Evaluation of Left Ventricular Ejection Fractions in Breast Cancer Patients"
"PMC5178085","28003027","20161221","Lifetime body size and estrogen-receptor-positive breast cancer risk in the"
"PMC5176270","28002423","20161221","Elevated Serum Levels of Retinol-Binding Protein 4 Are Associated with Breast"
"PMC5285427","27999982","20161220","The prognostic effect of DDX3 upregulation in distant breast cancer metastases."
"PMC5269707","28000426","20161220","Outcome after neoadjuvant chemotherapy in Asian breast cancer patients."
"PMC5191850","28053523","20161219","Anti-MUC1 nano-aptamers for triple-negative breast cancer imaging by"
"PMC5168705","27993161","20161219","Circulating cell-free DNA-based epigenetic assay can detect early breast cancer."
"PMC5167411","27992550","20161219","Do Patients with Luminal A Breast Cancer Profit from Adjuvant Systemic Therapy? A"
"PMC5167316","27992451","20161219","Phase I/II Trial of Sorafenib in Combination with Vinorelbine as First-Line"
"PMC5167276","27992512","20161219","68Ga-TRAP-(RGD)3 Hybrid Imaging for the In Vivo Monitoring of αvß3-Integrin"
"PMC5354797","28002811","20161218","Aberrant regulation of RANKL/OPG in women at high risk of developing breast"
"PMC5354870","27999201","20161216","The different outcomes between breast-conserving surgery and mastectomy in"
"PMC5354727","27999208","20161216","Detection of 14-3-3 sigma (σ) promoter methylation as a noninvasive biomarker"
"PMC5351608","27999206","20161216","Clinicopathological and prognostic significance of COX-2 immunohistochemical"
"PMC5268048","27977602","20161216","Scarce information about breast cancer screening: An Italian websites analysis."
"PMC5168680","27986736","20161216","Efficacy and safety of Wuling San for treatment of breast-cancer-related upper"
"PMC5512723","28113311","20161215","Absolute Reconstructions using Rotational Electrical Impedance Tomography for"
"PMC5378737","27981366","20161215","A prospective exploration of symptom burden clusters in women with breast cancer "
"PMC5354854","27999188","20161215","The prognostic value of node status in different breast cancer subtypes."
"PMC5187909","27983683","20161215","Lunasin Attenuates Obesity-Associated Metastasis of 4T1 Breast Cancer Cell"
"PMC5158199","27977696","20161215","BRCAness as a Biomarker for Predicting Prognosis and Response to"
"PMC5292230","27966219","20161214","Oncofertility Program Implementation Increases Access to Fertility Preservation"
"PMC5161087","27923781","20161214","Population Attributable Risk of Modifiable and Nonmodifiable Breast Cancer Risk"
"PMC5625081","28244411","20161213","Joint estimation of cardiac toxicity and recurrence risks after comprehensive"
"PMC5373974","27986501","20161213","Motivation and mortality in older women with early stage breast cancer: A"
"PMC5154569","27959953","20161213","Identification of MicroRNAs as Breast Cancer Prognosis Markers through the Cancer"
"PMC5154110","27955684","20161213","Safety and efficacy of vinorelbine in combination with pertuzumab and trastuzumab"
"PMC5442418","27941885","20161212","DBC2/RhoBTB2 functions as a tumor suppressor protein via Musashi-2 ubiquitination"
"PMC5360517","27943274","20161212","Post-diagnosis social networks and breast cancer mortality in the After Breast"
"PMC5487871","27943163","20161210","Atypical femoral fracture after receiving antiresorptive drugs in breast cancer"
"PMC5355273","27974703","20161210","Fe3O4 nanoparticles and cryoablation enhance ice crystal formation to improve the"
"PMC5513530","27943007","20161209","The Impact of Doctor-Patient Communication on Patients’ Perceptions of their Risk"
"PMC5429096","27943008","20161209","Effects of exemestane and letrozole therapy on plasma concentrations of estrogens"
"PMC5376312","28142040","20161209","BMI, reproductive factors, and breast cancer molecular subtypes: A case-control"
"PMC5356864","27997358","20161209","Dosimetric evaluation of the skin-sparing effects of 3-dimensional conformal"
"PMC5266055","27930583","20161209","Diabetes mellitus and prognosis in women with breast cancer: A systematic review "
"PMC5148008","27936125","20161209","Automatic Coronary Artery Calcium Scoring on Radiotherapy Planning CT Scans of"
"PMC5147830","27935990","20161209","Hyperalgesia and Persistent Pain after Breast Cancer Surgery: A Prospective"
"PMC5147808","27935989","20161209","BRCAness and Prognosis in Triple-Negative Breast Cancer Patients Treated with"
"PMC5146893","27931250","20161209","Tracing the origin of disseminated tumor cells in breast cancer using single-cell"
"PMC5243996","27931047","20161208","Effect of population breast screening on breast cancer mortality up to 2005 in"
"PMC5243991","27931045","20161208","Breast cancer in neurofibromatosis type 1: overrepresentation of unfavourable"
"PMC5146841","27931239","20161208","MCL-1 inhibition provides a new way to suppress breast cancer metastasis and"
"PMC5146809","27931238","20161208","Elaboration of a nomogram to predict nonsentinel node status in breast cancer"
"PMC5477653","27964843","20161207","Tumour-infiltrating lymphocytes in advanced HER2-positive breast cancer treated"
"PMC5357483","27928760","20161207","Cost-Effectiveness Analysis of Prophylaxis Treatment Strategies to Reduce the"
"PMC5237415","27955877","20161207","Incremental cancer detection of locoregional restaging with diagnostic"
"PMC5166497","27994520","20161207","Evaluation of Breast Cancer Stem Cells and Intratumor Stemness Heterogeneity in"
"PMC5142791","27926932","20161207","Epsin Family Member 3 and Ribosome-Related Genes Are Associated with Late"
"PMC5139106","27923387","20161206","Mammographic texture and risk of breast cancer by tumor type and estrogen"
"PMC5375631","27918707","20161205","National Performance Benchmarks for Modern Screening Digital Mammography: Update "
"PMC5248572","27918846","20161205","Soy Food Intake and Biomarkers of Breast Cancer Risk: Possible Difference in"
"PMC5243212","27915434","20161203","Differences in the mutational landscape of triple negative breast cancer in"
"PMC5243170","27915435","20161203","Bone remodeling and regulating biomarkers in women at the time of breast cancer"
"PMC5241334","27915436","20161203","Bone marrow produces sufficient alloreactive natural killer (NK) cells in vivo to"
"PMC5241327","27915433","20161203","Does the TNM classification of solitary internal mammary lymph node metastases in"
"PMC5148801","27729460","20161203","Antiestrogens: structure-activity relationships and use in breast cancer"
"PMC5135827","27914469","20161203","Predicting general and cancer-related distress in women with newly diagnosed"
"PMC5480210","27913933","20161202","Fatigue reduction diet in breast cancer survivors: a pilot randomized clinical"
"PMC5135038","27911951","20161202","Body Surface Area and Baseline Blood Pressure Predict Subclinical Anthracycline"
"PMC5134812","27902592","20161202","Dynamic contrast-enhanced breast magnetic resonance imaging for the prediction of"
"PMC5708541","27855871","","Stage at diagnosis of breast cancer in sub-Saharan Africa: a systematic review"
"PMC5356851","27926520","20161201","Inhibiting the MNK-eIF4E-β-catenin axis increases the responsiveness of"
"PMC5356847","27926510","20161201","Genetic and epigenetic characterization of the BRCA1 gene in Brazilian women"
"PMC5356838","27926525","20161201","Apoptosis-linked gene 2 promotes breast cancer growth and metastasis by"
"PMC5309157","27916595","20161201","The relevance of ultrasound imaging of suspicious axillary lymph nodes and"
"PMC5134100","27906044","20161201","High mammographic breast density predicts locoregional recurrence after modified "
"PMC5134086","27905950","20161201","Use of indocyanine green and the HyperEye system for detecting sentinel lymph"
"PMC5133766","27906047","20161201","Propranolol and survival from breast cancer: a pooled analysis of European breast"
"PMC5131493","27903276","20161201","Accurate prediction of response to endocrine therapy in breast cancer patients:"
"PMC5131452","27905893","20161201","Computational prediction of multidisciplinary team decision-making for adjuvant"
"PMC5096950","27146421","","[89Zr]Trastuzumab: Evaluation of Radiation Dosimetry, Safety and Optimal Imaging "
"PMC4947031","26779976","","Axillary Ultrasound Accurately Excludes Clinically Significant Lymph Node Disease"
"PMC5400542","27447970","20161130","Overexpression of NSUN2 by DNA hypomethylation is associated with metastatic"
"PMC5356780","27906683","20161130","Long-term tolerance and cardiac function in breast cancer patients receiving"
"PMC5352035","27911866","20161130","DNA methylation signature (SAM40) identifies subgroups of the Luminal A breast"
"PMC5352031","27906679","20161130","Platelet-lymphocyte ratio acts as an indicator of poor prognosis in patients with"
"PMC5334186","27794170","20161130","Association between the dietary inflammatory index and breast cancer in a large"
"PMC5356814","27911271","20161129","Immunoglobulin superfamily genes are novel prognostic biomarkers for breast"
"PMC5356812","27911856","20161129","Splicing factor ratio as an index of epithelial-mesenchymal transition and tumor "
"PMC5352078","27906669","20161129","Hemoglobin level trajectories in the early treatment period are related with"
"PMC5298793","28160790","20161129","Trends and Controversies in Multi-Disciplinary Care of the Breast Cancer Patient."
"PMC5136669","27896360","20161129","Optical redox imaging indices discriminate human breast cancer from normal"
"PMC5129604","27899083","20161129","Tumor characteristics and prognosis in familial breast cancer."
"PMC5377413","27896952","20161128","Muscle strength in breast cancer patients receiving different treatment regimes."
"PMC5372352","27893937","20161128","Prognostic significance of equivocal HER2 results and clinical utility of"
"PMC5363784","28142043","20161128","Initiators and promoters for the occurrence of screen-detected breast cancer and "
"PMC5127048","27894335","20161128","Everolimus and exemestane in long survival hormone receptor positive male breast "
"PMC5166494","27994517","20161126","Cyclooxygenase-2 in tumor-associated macrophages promotes metastatic potential of"
"PMC5482694","27902470","20161125","Phase I study of QLNC120, a novel EGFR and HER2 kinase inhibitor, in pre-treated "
"PMC5356868","27902972","20161125","Unravelling site-specific breast cancer metastasis: a microRNA expression"
"PMC5356856","27902967","20161125","The non-receptor tyrosine kinase TNK2/ACK1 is a novel therapeutic target in"
"PMC5225208","27888420","20161125","Endocan as a prognostic biomarker of triple-negative breast cancer."
"PMC5193387","27926828","20161125","Harnessing cancer cell metabolism for theranostic applications using metabolic"
"PMC5166491","27994514","20161125","The Correlation Between PARP1 and BRCA1 in AR Positive Triple-negative Breast"
"PMC5136367","27885248","20161125","Rs3842530 Polymorphism in MicroRNA-205 Host Gene in Lung and Breast Cancer"
"PMC5124313","27887581","20161125","Design of a randomized controlled trial of Internet-based cognitive behavioral"
"PMC5354686","27895314","20161124","Quantitative assessment of background parenchymal enhancement in breast magnetic "
"PMC5352030","27894093","20161124","New use of an old drug: inhibition of breast cancer stem cells by benztropine"
"PMC5349990","27894097","20161124","A combination of Nottingham prognostic index and IHC4 score predicts pathological"
"PMC5323072","28011433","20161123","Assessing local capacity to expand rural breast cancer screening and patient"
"PMC5224855","27882700","20161123","Effects of lapatinib or trastuzumab, alone and in combination, in human epidermal"
"PMC5334262","27879265","20161122","IL-6 Signaling in Peripheral Blood T Cells Predicts Clinical Outcome in Breast"
"PMC5220141","27875517","20161122","Adjuvant chemotherapy and HER-2-directed therapy for early-stage breast cancer in"
"PMC5203952","27887709","20161122","Impact of tamoxifen therapy on fertility in breast cancer survivors."
"PMC5582957","27872098","20161121","Systematic drug screening identifies tractable targeted combination therapies in "
"PMC5455421","27870562","20161121","Monitoring of Serum DNA Methylation as an Early Independent Marker of Response"
"PMC5354931","27894075","20161121","Mammographic density: a potential monitoring biomarker for adjuvant and"
"PMC5351609","27888801","20161119","Common profiles of Notch signaling differentiate disease-free survival in luminal"
"PMC5129366","27869758","20161119","The Impact of Rurality and Disadvantage on the Diagnostic Interval for Breast"
"PMC5313264","27864574","20161118","Enhancing Endocrine Therapy Combination Strategies for the Treatment of"
"PMC5167645","27859137","20161118","Association between breast cancer genetic susceptibility variants and terminal"
"PMC5116177","27863517","20161118","Retrospective observation on contribution and limitations of screening for breast"
"PMC5116155","27863473","20161118","ANLN is a prognostic biomarker independent of Ki-67 and essential for cell cycle "
"PMC5115774","27861544","20161118","The Clinical Significance of CD169-Positive Lymph Node Macrophage in Patients"
"PMC5600032","27853053","20161116","Diagnostic Performance of Diffusion Tensor Imaging with Readout-segmented"
"PMC5568037","27865798","20161116","Adoptive transfer of ex vivo expanded Vγ9Vδ2 T cells in combination with"
"PMC5356751","27863437","20161116","Association of multiple genetic variants with breast cancer susceptibility in the"
"PMC5356747","27863423","20161116","Cancer cell CCL5 mediates bone marrow independent angiogenesis in breast cancer."
"PMC5352123","27861147","20161116","Arctigenin inhibits STAT3 and exhibits anticancer potential in human"
"PMC5112796","27851755","20161116","Pretreatment Hematocrit Is Superior to Hemoglobin as a Prognostic Factor for"
"PMC5361219","27863982","20161115","Predictors of Breast Cancer Worry in a Hispanic and predominantly immigrant"
"PMC5347758","27863414","20161115","Smoking increases risks of all-cause and breast cancer specific mortality in"
"PMC5300746","28115361","20161115","Selective reversible inhibition of autophagy in hypoxic breast cancer cells"
"PMC5134901","27851913","","Regulatory T cells exhibit distinct features in human breast cancer."
"PMC5126427","27975070","20161115","Overexpression of MMP-3 and uPA with Diminished PAI-1 Related to Metastasis in"
"PMC5111202","27846840","20161115","Exclusive intraoperative radiotherapy for invasive breast cancer in elderly"
"PMC5109692","27842518","20161114","miR-199a-5p confers tumor-suppressive role in triple-negative breast cancer."
"PMC5109688","27895805","20161114","Blood-based DNA methylation as biomarker for breast cancer: a systematic review."
"PMC5471057","27852049","20161112","A nomogram to predict the probability of axillary lymph node metastasis in female"
"PMC5482689","27852041","20161111","Accuracy of axillary ultrasound after different neoadjuvant chemotherapy cycles"
"PMC5226868","27837379","20161111","Pre-diagnostic breastfeeding, adiposity and mortality among parous Hispanic and"
"PMC5106045","27828839","20161111","Surgical management of breast cancer in China: A 15-year single-center"
"PMC5359207","27832519","20161110","Automatic Estimation of Volumetric Breast Density Using Artificial Neural"
"PMC5321524","27927689","20161110","S100A4 Elevation Empowers Expression of Metastasis Effector Molecules in Human"
"PMC5161424","27852524","20161110","Targeting DNA Flap Endonuclease 1 to Impede Breast Cancer Progression."
"PMC5348432","27833085","20161109","TTK is a favorable prognostic biomarker for triple-negative breast cancer"
"PMC5348395","27835607","20161109","p16 overexpression and 9p21 deletion are linked to unfavorable tumor phenotype in"
"PMC5103454","27829423","20161109","Relationship between traditional Chinese medicine constitutional types with"
"PMC5590750","27826831","20161108","Phase 1b study of orteronel in postmenopausal women with hormone-receptor"
"PMC5356723","27835884","20161108","Combination of COX-2 expression and PIK3CA mutation as prognostic and predictive "
"PMC5356693","27835900","20161108","KCNJ3 is a new independent prognostic marker for estrogen receptor positive"
"PMC5106078","26200834","20161108","Modeling Canadian Quality Control Test Program for Steroid Hormone Receptors in"
"PMC5101677","27825375","20161108","Binding of galectin-1 to breast cancer cells MCF7 induces apoptosis and"
"PMC5100258","27821086","20161108","Antineoplastic treatment effect on bone mineral density in Mexican breast cancer "
"PMC5456374","28095274","20161107","Protein Intake and Breast Cancer Survival in the Nurses’ Health Study."
"PMC5348420","27835573","20161107","The associations between mast cell infiltration, clinical features and molecular "
"PMC5122637","27873491","20161107","Detection of Circulating Tumor Cells in Breast Cancer Patients Using"
"PMC5098815","27820870","20161107","Inoculated Cell Density as a Determinant Factor of the Growth Dynamics and"
"PMC5596625","27815389","20161104","Chemopreventive effects of ROS targeting in a murine model of BRCA1-deficient"
"PMC5095990","27809802","20161104","The expression pattern of matrix-producing tumor stroma is of prognostic"
"PMC5094766","27812168","20161103","Prognostic Significance of High VEGF-C Expression for Patients with Breast"
"PMC5094045","27809870","20161103","Risk of uterine, ovarian and breast cancer following pelvic inflammatory disease:"
"PMC5486792","27807699","20161102","Position paper on screening for breast cancer by the European Society of Breast"
"PMC5356679","27811367","20161102","A network meta-analysis for toxicity of eight chemotherapy regimens in the"
"PMC5290197","27825564","20161102","Genetic markers of immunoglobulin G and immunity to cytomegalovirus in patients"
"PMC5278881","27810700","20161102","Robotic Nipple-Sparing Mastectomy for the Treatment of Breast Cancer: Feasibility"
"PMC5094093","27806715","20161102","Prognostic contribution of mammographic breast density and HER2 overexpression to"
"PMC5738656","27367583","","Neoadjuvant Endocrine Therapy for Estrogen Receptor-Positive Breast Cancer: A"
"PMC5546904","27849352","20161101","Medical Home Transformation and Breast Cancer Screening."
"PMC5423135","27839676","20161101","Prospective validation of a blood‐based 9‐miRNA profile for early detection of"
"PMC5156844","27990198","20161101","Magnetic Resonance Imaging as an Adjunct to Mammography for Breast Cancer"
"PMC5155359","27802449","20161101","The prognostic performance of Adjuvant! Online and Nottingham Prognostic Index in"
"PMC5137385","27812678","","Atrial Function in Patients with Breast Cancer After Treatment with"
"PMC5108874","27882074","20161101","Survival Prediction and Feature Selection in Patients with Breast Cancer Using"
"PMC5104279","27741204","","Laparoscopically Confirmed Endometriosis and Breast Cancer in the Nurses’ Health "
"PMC5074452","27573671","201611","An Aryl Hydrocarbon Receptor-Mediated Amplification Loop That Enforces Cell"
"PMC4958031","26808126","","Comprehensive Histologic Scoring to Maximize the Predictability of Pathology"
"PMC5512361","27809457","20161031","Effects of Postoperative Radiotherapy on Leptomeningeal Carcinomatosis or Dural"
"PMC5486805","27798751","20161031","Assessment of early treatment response to neoadjuvant chemotherapy in breast"
"PMC5306438","27798717","20161031","Caspase-3 and caspase-8 expression in breast cancer: caspase-3 is associated with"
"PMC5227301","27697109","","Epigenetic regulation of long noncoding RNA UCA1 by SATB1 in breast cancer."
"PMC5222915","27798749","20161031","A randomized phase III study evaluating pegylated liposomal doxorubicin versus"
"PMC5129276","27809264","20161031","Associations of Breast Cancer Risk Factors with Premenopausal Sex Hormones in"
"PMC5102912","27833400","20161031","Is There a Correlation between the Presence of a Spiculated Mass on Mammogram and"
"PMC5094475","27798557","20161031","Over-Expression of POU Class 1 Homeobox 1 Transcription Factor (Pit-1) Predicts"
"PMC5087879","27798667","20161031","Body Mass Index with Tumor 18F-FDG Uptake Improves Risk Stratification in"
"PMC5087840","27798652","20161031","Effect of Age on Breast Cancer Patient Prognoses: A Population-Based Study Using "
"PMC5464917","27806340","20161028","Dosimetric factors and Lyman normal-tissue complication modelling analysis for"
"PMC5363515","27806348","20161028","Clinical outcomes based on multigene profiling in metastatic breast cancer"
"PMC5215008","27788513","20161028","Validation of an efficient screening tool to identify low income women at high"
"PMC5133804","27801830","20161028","The Expression and Clinical Outcome of pCHK2-Thr68 and pCDC25C-Ser216 in Breast"
"PMC5086071","27793125","20161028","Living well after breast cancer randomized controlled trial protocol: evaluating "
"PMC5355694","27840965","20161027","Breast cancer stem cells expressing different stem cell markers exhibit distinct "
"PMC5342678","27801670","20161027","Kinetics, prognostic and predictive values of ESR1 circulating mutations in"
"PMC5323474","27787592","20161027","Contribution of SPECT/CT for sentinel node localization in patients with"
"PMC5313267","27789775","20161027","Phase II and Biomarker Study of Cabozantinib in Metastatic Triple‐Negative Breast"
"PMC5089827","27822038","20161027","RGD-conjugated mesoporous silica-encapsulated gold nanorods enhance the"
"PMC5084341","27788678","20161027","Application of RNAi-induced gene expression profiles for prognostic prediction in"
"PMC5355676","27840986","20161026","mRNA expression of delta-HER2 and its clinicopathological correlation in"
"PMC5080745","27784326","20161026","Treatment planning and evaluation of gated radiotherapy in left-sided breast"
"PMC5408739","27783163","20161025","Evaluation of Local and Distant Recurrence Patterns in Patients with"
"PMC5356669","27793048","20161025","Diagnostic and prognostic value of serum MACC1 in breast cancer patients."
"PMC5352099","27793036","20161025","Optimal radiation dose for patients with one to three lymph node positive breast "
"PMC5296250","27780817","20161025","Reallocating time to sleep, sedentary time or physical activity: associations"
"PMC5224851","27774765","20161024","Progress in the clinical detection of heterogeneity in breast cancer."
"PMC5161570","27775837","20161024","Chemotherapy Decisions and Patient Experience with the Recurrence Score Assay for"
"PMC5085799","27783057","20161024","Dissecting the Heterogeneity of Circulating Tumor Cells in Metastatic Breast"
"PMC5215933","28041571","20161022","Post-surgical depressive symptoms and long-term survival in non-metastatic breast"
"PMC5075166","27770782","20161022","Triple negative breast cancer in North of Morocco: clinicopathologic and"
"PMC5075160","27770790","20161022","Reduced mRNA expression levels of NFE2L2 are associated with poor outcome in"
"PMC5558457","27766453","20161021","Use of complementary and alternative medicine and breast cancer survival in the"
"PMC5363621","27780920","20161021","Prognostic value of plasma levels of HIF-1a and PGC-1a in breast cancer."
"PMC5340233","27780928","20161021","SIN3A and SIN3B differentially regulate breast cancer metastasis."
"PMC5306085","27770345","20161021","Chemosensitivity and Endocrine Sensitivity in Clinical Luminal Breast Cancer"
"PMC5160133","27951629","20161021","Breast Density and Risk of Breast Cancer in Asian Women: A Meta-analysis of"
"PMC5093031","27770283","20161021","Accounting for individualized competing mortality risks in estimating"
"PMC5085300","27799773","20161021","Quantum dot-based immunofluorescent imaging and quantitative detection of TOP2A"
"PMC5074575","27768764","20161021","Combination of Cancer Stem Cell Markers CD44 and CD24 Is Superior to ALDH1 as a"
"PMC5073834","27769212","20161021","Validation of the CancerMath prognostic tool for breast cancer in Southeast Asia."
"PMC5073417","27769213","20161021","Cervical and breast cancer screening uptake among women with serious mental"
"PMC5504525","27913437","20161020","Surface Expression of TGF-β Docking Receptor GARP Promotes Oncogenesis and Immune"
"PMC5502804","27913435","20161020","IDH2 Mutations Define a Unique Subtype of Breast Cancer with Altered Nuclear"
"PMC5342757","27776352","20161020","The impact of ERBB-family germline single nucleotide polymorphisms on survival"
"PMC5116399","27773529","20161020","Time from screening mammography to biopsy and from biopsy to breast cancer"
"PMC5512365","27764904","20161019","Incorporating Risk Factors to Identify the Indication of Post-mastectomy"
"PMC5070827","27760180","20161019","Clinical Nomogram for Predicting Survival Outcomes in Early Mucinous Breast"
"PMC5070817","27760178","20161019","Outcome of Breast Cancer in Moroccan Young Women Correlated to"
"PMC5070760","27760227","20161019","Reproducibility of Digital PCR Assays for Circulating Tumor DNA Analysis in"
"PMC5069928","27756375","20161019","Left atrium mass in a patient with breast cancer: a case report."
"PMC5363601","27769050","20161018","Protein phosphatase Mg2+/Mn2+ dependent 1F promotes smoking-induced breast cancer"
"PMC5363559","27764775","20161018","Complement inhibitor CSMD1 acts as tumor suppressor in human breast cancer."
"PMC5306492","27747906","20161018","Polymorphisms in ABCB1 and CYP19A1 genes affect anastrozole plasma concentrations"
"PMC5296273","27756775","20161018","Eating Disorders and Breast Cancer."
"PMC5224842","27758045","20161018","PA‐MSHA inhibits the growth of doxorubicin‐resistant MCF‐7/ADR human breast"
"PMC5224466","27753533","20161018","Δ2-Troglitazone promotes cytostatic rather than pro-apoptotic effects in breast"
"PMC5176139","27753538","20161018","Expression and prognostic significance of the autoimmune regulator gene in breast"
"PMC5104898","27755534","20161018","Outcome of ovarian cancer after breast cancer in BRCA1 and BRCA2 mutation"
"PMC5071540","27764700","20161018","Current Evidence and Future Perspectives on HuR and Breast Cancer Development,"
"PMC5070183","27756439","20161018","Prognostic value of automated KI67 scoring in breast cancer: a centralised"
"PMC5070155","27756411","20161018","Intraoperative indocyanine green fluorescence guidance for excision of"
"PMC5070128","27756234","20161018","Sentinel lymph node biopsy after neoadjuvant chemotherapy for breast cancer:"
"PMC5067916","27777769","20161018","Clinical significance of tumor-infiltrating lymphocytes in breast cancer."
"PMC5090011","27752847","20161017","Metronomic chemotherapy with oral vinorelbine (mVNR) and capecitabine (mCAPE) in "
"PMC5071539","27764697","20161017","Prognostic Impact of HER2 and ER Status of Circulating Tumor Cells in Metastatic "
"PMC5090013","27744486","20161015","Changes in chemotherapy usage and outcome of early breast cancer patients in the "
"PMC5618936","27739325","20161014","A randomized Phase II study of veliparib with temozolomide or"
"PMC5072926","27741099","20161014","Value of volume-based metabolic parameters for predicting survival in breast"
"PMC5065157","27741288","20161014","Capecitabine in Combination with Standard (Neo)Adjuvant Regimens in Early Breast "
"PMC5299045","27743848","20161013","Impact of chemotherapy on medium-term physical function and activity of older"
"PMC5119702","27734799","20161013","An unexpected metastasis of breast cancer mimicking wheal rush."
"PMC5062908","27733161","20161013","“I want to save my life”: Conceptions of cervical and breast cancer screening"
"PMC5547001","27730745","20161012","Autofluorescence flow sorting of breast cancer cell metabolism."
"PMC5349875","27741524","20161012","Low Ki67/high ATM protein expression in malignant tumors predicts favorable"
"PMC5342036","27738336","20161012","Axillary and internal mammary sentinel lymph node biopsy in breast cancer after"
"PMC5135619","27741445","20161012","Polycyclic aromatic hydrocarbons and postmenopausal breast cancer: an evaluation "
"PMC5072378","27731867","20161012","MiR-940 Inhibited Cell Growth and Migration in Triple-Negative Breast Cancer."
"PMC5355351","27738306","20161011","Aging, obesity, and post-therapy cognitive recovery in breast cancer survivors."
"PMC5455310","27998227","20161010","Optimizing the Use of Gene Expression Profiling in Early-Stage Breast Cancer."
"PMC5057418","27724870","20161010","SAKK 24/09: safety and tolerability of bevacizumab plus paclitaxel vs."
"PMC5124850","27579712","","Mean heart dose variation over a course of breath-holding breast cancer"
"PMC5124843","27452266","","Adding the power of iodinated contrast media to the credibility of mammography in"
